type	latitude	longitude	altitude (m)	name
T	37.504000000	-121.385000000	685.4	
T	43.834000000	-111.805000000	1481.0	
T	41.893000000	-89.078000000	235.7	
T	37.863000000	-89.864000000	112.1	
T	34.406000000	-86.261000000	180.7	
T	33.600000000	-90.781000000	38.9	
T	40.010000000	-105.048000000	1551.9	
T	29.959000000	-81.340000000	1.6	
T	43.383000000	-72.185000000	234.9	
T	29.477000000	-81.137000000	0.3	
T	39.065000000	-74.910000000	1.3	
T	38.947000000	-92.693000000	193.5	
T	29.102000000	-95.462000000	8.8	
T	35.006000000	-114.565000000	211.7	
T	44.142000000	-115.314000000	1467.7	
T	40.092000000	-76.574000000	129.9	
T	27.977000000	-82.759000000	21.1	
T	35.838000000	-87.445000000	231.6	
T	30.523000000	-87.903000000	36.7	
T	32.472000000	-100.469000000	717.5	
T	61.582000000	-159.543000000	17.2	
T	60.956000000	-151.639000000	5.0	
T	47.142000000	-119.238000000	366.6	
T	30.154000000	-90.938000000	3.4	
T	33.757000000	-90.259000000	43.2	
T	62.696000000	-148.918000000	590.8	
T	34.312000000	-84.422000000	368.3	
T	33.269000000	-111.811000000	377.0	
T	36.182000000	-86.887000000	145.8	
T	32.040000000	-88.728000000	69.8	
T	43.128000000	-85.677000000	228.0	
T	40.900000000	82.260000000	979.0	
T	40.607000000	-111.999000000	1416.1	
T	39.871000000	-96.259000000	414.5	
T	41.576000000	-73.468000000	207.8	
T	41.829000000	-84.074000000	243.8	
T	39.264000000	-74.608000000	0.6	
T	33.312000000	-84.770000000	291.2	
T	36.742000000	-104.502000000	1932.9	
T	45.628000000	-122.404000000	127.7	
T	37.064000000	-89.219000000	96.8	
T	39.125000000	-82.538000000	219.3	
T	40.973000000	-90.304000000	244.5	
T	42.906000000	-112.591000000	1355.1	
T	43.582000000	-116.524000000	772.4	
T	40.408000000	-74.966000000	64.1	
T	45.215000000	-122.589000000	77.8	
T	38.540000000	-94.561000000	285.3	
T	35.646000000	-80.520000000	234.9	
T	47.483000000	19.517000000	148.2	
T	39.096000000	-93.203000000	235.8	
T	62.522000000	-148.587000000	1489.7	
T	61.601000000	-150.095000000	59.9	
T	38.730000000	-109.752000000	1398.8	
T	38.803000000	-104.716000000	1853.3	
T	40.752000000	-99.001000000	645.3	
T	36.355000000	-96.011000000	202.8	
T	31.357000000	-100.499000000	582.2	
T	33.687000000	-112.100000000	436.7	
T	33.034000000	-115.453000000	-41.0	
T	61.924000000	-153.024000000	1422.4	
T	32.095000000	-95.290000000	178.6	
T	41.117000000	-114.920000000	1752.2	
T	34.485000000	-117.826000000	1041.6	
T	33.154000000	-111.927000000	356.1	
T	39.572000000	-104.848000000	1775.1	
T	39.069000000	-95.622000000	267.7	
T	33.129000000	-117.276000000	97.3	
T	40.777000000	-79.951000000	378.9	
T	41.368000000	-73.493000000	141.0	
T	35.930000000	-95.004000000	265.1	
T	34.252000000	-116.849000000	2133.9	
T	27.974000000	-82.757000000	20.7	
T	29.601000000	-96.322000000	55.3	
T	40.281000000	-100.624000000	799.9	
T	40.065000000	-88.025000000	202.0	
T	21.427000000	-158.085000000	545.0	
T	29.359000000	-99.168000000	279.3	
T	33.181000000	-96.589000000	167.4	
T	47.196000000	-122.015000000	226.4	
T	32.094000000	-82.881000000	60.8	
T	38.147000000	-120.649000000	401.4	
T	43.956000000	-88.499000000	225.5	
T	41.175000000	-112.019000000	1368.1	
T	43.581000000	-116.521000000	772.3	
T	35.619000000	-90.569000000	65.8	
T	32.727000000	-98.891000000	383.7	
T	44.873000000	-108.796000000	1529.2	
T	37.334000000	-121.821000000	37.9	
T	38.367000000	-75.231000000	8.1	
T	60.529000000	-150.829000000	77.5	
T	45.431000000	-122.242000000	195.0	
T	32.766000000	-92.490000000	24.5	
T	38.977000000	-122.097000000	89.7	
T	42.904000000	-94.237000000	340.2	
T	36.589000000	-76.638000000	20.6	
T	34.123000000	-84.849000000	229.3	
T	30.421000000	-97.910000000	196.3	
T	38.961000000	-94.375000000	302.0	
T	59.199000000	-158.742000000	128.4	
T	33.964000000	-81.359000000	152.2	
T	26.228000000	-80.309000000	5.5	
T	38.656000000	-78.708000000	292.6	
T	39.000000000	-75.000000000	0.0	
T	41.719000000	-76.463000000	268.1	
T	39.945000000	-74.635000000	17.3	
T	41.589000000	-75.756000000	362.6	
T	41.392000000	-83.630000000	204.3	
T	43.262000000	-84.892000000	236.9	
T	42.227000000	-97.684000000	543.4	
T	43.212000000	-90.180000000	218.3	
T	39.368000000	-94.914000000	233.6	
T	36.700000000	-76.902000000	9.8	
T	35.039000000	-106.614000000	1619.3	
T	32.817000000	-117.137000000	129.5	
T	43.954000000	-70.588000000	80.5	
T	40.822000000	-72.867000000	21.9	
T	39.482000000	-95.204000000	320.5	
T	42.031000000	-91.532000000	262.7	
T	45.388000000	-86.923000000	194.5	
T	41.196000000	-112.013000000	1353.9	
T	32.817000000	-97.360000000	207.7	
T	27.074000000	-82.443000000	4.4	
T	43.504000000	-114.296000000	1612.1	
T	29.662000000	-81.216000000	1.7	
T	38.258000000	-122.434000000	8.0	
T	40.486000000	-112.174000000	2255.0	
T	25.710000000	-80.156000000	0.7	
T	32.344000000	-95.406000000	153.6	
T	30.498000000	-98.094000000	205.9	
T	26.023000000	-80.501000000	1.7	
T	43.581000000	-116.523000000	772.2	
T	48.522000000	-123.024000000	27.3	
T	41.343000000	-75.719000000	280.5	
T	44.836000000	-117.798000000	1026.0	
T	38.721000000	-77.514000000	53.9	
T	44.458000000	-101.679000000	717.6	
T	40.775000000	-93.233000000	308.3	
T	61.190000000	-149.947000000	21.7	
T	45.842000000	-109.894000000	1214.6	
T	67.499000000	-151.576000000	342.2	
T	46.038000000	-116.332000000	1049.1	
T	37.333000000	-121.819000000	39.4	
T	37.333000000	-121.819000000	39.4	
T	27.946000000	-81.774000000	33.9	
T	28.931000000	-81.093000000	3.2	
T	34.399000000	-98.266000000	318.7	
T	35.790000000	-90.888000000	74.7	
T	39.576000000	-81.690000000	249.6	
T	38.400000000	-121.942000000	29.6	
T	29.528000000	-98.467000000	236.5	
T	34.170000000	-91.935000000	60.0	
T	36.448000000	-76.946000000	-0.1	
T	34.250000000	-82.144000000	182.4	
T	26.637000000	-81.976000000	1.7	
T	39.124000000	-121.605000000	18.3	
T	40.968000000	-98.310000000	561.0	
T	41.516000000	-75.252000000	409.1	
T	41.071000000	-87.846000000	187.3	
T	44.578000000	-71.178000000	346.4	
T	39.868000000	-85.755000000	269.0	
T	41.612000000	-84.139000000	235.8	
T	42.261000000	-84.461000000	302.5	
T	32.409000000	-111.218000000	617.1	
T	39.447000000	-123.371000000	600.4	
T	37.492000000	-78.518000000	184.4	
T	18.458000000	-66.089000000	2.0	
T	43.356000000	-75.188000000	371.0	
T	42.782000000	-71.514000000	58.8	
T	39.364000000	-84.526000000	187.5	
T	42.712000000	-93.920000000	343.8	
T	32.540000000	-93.745000000	52.4	
T	60.456000000	-150.029000000	1008.6	
T	31.152000000	-81.391000000	4.3	
T	37.358000000	-78.438000000	121.4	
T	45.513000000	-115.439000000	1699.4	
T	13.484000000	144.797000000	79.6	
T	28.986000000	-96.759000000	22.9	
T	32.144000000	-111.172000000	730.0	
T	38.194000000	-121.701000000	6.1	
T	41.683000000	-80.433000000	361.2	
T	46.000000000	-96.000000000	365.1	
T	30.398000000	-87.349000000	8.2	
T	37.624000000	-118.839000000	2167.1	
T	25.496000000	-80.748000000	0.8	
T	42.220000000	-91.158000000	253.8	
T	21.317000000	-157.917000000	1.0	
T	38.525000000	-121.858000000	26.7	
T	33.685000000	-117.863000000	11.4	
T	39.646000000	-106.893000000	1967.7	
T	-26.243000000	28.151000000	1670.3	
T	25.653000000	-80.436000000	1.6	
T	41.516000000	-75.252000000	409.1	
T	46.220000000	-97.830000000	411.7	
T	32.839000000	-105.991000000	1268.7	
T	33.908000000	-78.447000000	9.3	
T	36.687000000	-77.483000000	36.2	
T	44.914000000	-97.152000000	527.8	
T	27.914000000	-97.212000000	5.5	
T	61.793000000	-148.492000000	318.7	
T	43.239000000	-123.356000000	156.2	
T	39.126000000	-123.201000000	185.8	
T	36.607000000	-94.739000000	250.3	
T	37.087000000	-121.599000000	86.5	
T	30.741000000	-98.238000000	387.0	
T	45.697000000	-118.850000000	448.0	
T	30.000000000	-85.000000000	7.6	
T	26.579000000	-81.853000000	4.8	
T	38.838000000	-92.002000000	267.0	
T	35.974000000	-115.135000000	741.2	
T	33.128000000	-117.282000000	97.6	
T	36.679000000	-90.719000000	158.8	
T	34.263000000	-103.353000000	1237.8	
T	32.826000000	-116.972000000	113.4	
T	35.095000000	-106.164000000	1995.5	
T	47.267000000	-95.920000000	376.0	
T	44.122000000	-123.216000000	111.1	
T	40.112000000	-122.136000000	69.3	
T	29.658000000	-81.690000000	9.9	
T	36.848000000	-99.458000000	538.5	
T	40.365000000	-82.495000000	308.5	
T	61.922000000	-150.838000000	39.0	
T	42.200000000	-86.250000000	199.1	
T	29.136000000	-83.048000000	1.6	
T	34.212000000	-118.491000000	238.9	
T	36.222000000	-90.835000000	83.8	
T	45.079000000	-122.927000000	56.6	
T	43.912000000	-114.796000000	2184.1	
T	43.404000000	-94.746000000	400.6	
T	36.219000000	-90.731000000	83.3	
T	33.453000000	-105.543000000	2073.3	
T	43.834000000	-111.805000000	1481.0	
T	41.150000000	-81.415000000	338.9	
T	39.668000000	-74.309000000	11.0	
T	40.185000000	-74.122000000	42.6	
T	41.210000000	-81.252000000	364.4	
T	45.665000000	-121.521000000	98.5	
T	27.946000000	-81.799000000	39.2	
T	39.011000000	-95.216000000	252.4	
T	41.739000000	-72.648000000	5.2	
T	25.648000000	-80.433000000	1.5	
T	38.276000000	-120.445000000	901.2	
T	41.779000000	-80.904000000	247.2	
T	41.207000000	-85.003000000	241.2	
T	36.177000000	-86.889000000	139.5	
T	39.168000000	-77.166000000	154.5	
T	39.810000000	-104.492000000	1644.8	
T	38.550000000	-94.406000000	244.8	
T	40.607000000	-112.351000000	1314.3	
T	61.411000000	-149.516000000	23.6	
T	46.114000000	-119.515000000	379.9	
T	41.891000000	-121.361000000	1232.9	
T	34.242000000	-118.867000000	182.1	
T	60.525000000	-150.995000000	59.4	
T	34.264000000	-116.854000000	2056.2	
T	42.795000000	-70.839000000	1.8	
T	34.267000000	-111.367000000	1596.2	
T	43.840000000	-111.804000000	1477.9	
T	33.183000000	-84.372000000	277.1	
T	42.812000000	-91.099000000	188.6	
T	33.924000000	-116.871000000	703.8	
T	45.535000000	-115.300000000	797.7	
T	38.918000000	-97.010000000	371.8	
T	37.512000000	-122.249000000	1.0	
T	45.145000000	-93.210000000	277.1	
T	34.318000000	-119.340000000	301.4	
T	41.926000000	-72.457000000	77.1	
T	41.339000000	-83.599000000	205.2	
T	34.427000000	-103.079000000	1280.7	
T	41.783000000	-111.849000000	1357.0	
T	32.826000000	-116.972000000	113.4	
T	44.094000000	-116.904000000	680.5	
T	50.460000000	4.453000000	186.0	
T	29.123000000	-96.247000000	26.4	
T	30.358000000	-97.994000000	273.4	
T	59.094000000	-135.377000000	1.7	
T	33.964000000	-81.359000000	152.2	
T	41.014000000	-121.438000000	1013.8	
T	42.737000000	-82.889000000	192.0	
T	64.647000000	-145.879000000	307.7	
T	34.089000000	-118.034000000	84.2	
T	39.286000000	-122.185000000	26.4	
T	45.833000000	-89.651000000	482.8	
T	42.468000000	-85.648000000	220.2	
T	33.761000000	-117.218000000	431.2	
T	45.279000000	-91.709000000	312.5	
T	44.473000000	-69.736000000	112.2	
T	39.040000000	-78.556000000	666.9	
T	38.606000000	-77.585000000	67.0	
T	39.959000000	-75.632000000	106.2	
T	38.721000000	-77.538000000	63.8	
T	45.695000000	-118.843000000	449.9	
T	42.743000000	-122.488000000	783.2	
T	44.541000000	-74.925000000	259.7	
T	39.192000000	-119.732000000	1432.5	
T	41.528000000	-75.946000000	195.0	
T	43.410000000	-73.532000000	75.8	
T	39.659000000	-74.300000000	12.3	
T	44.528000000	-122.930000000	105.5	
T	35.909000000	-102.080000000	1133.0	
T	36.709000000	-78.848000000	119.5	
T	40.829000000	-74.060000000	2.1	
T	42.472000000	-85.230000000	291.2	
T	36.622000000	-87.415000000	166.1	
T	44.368000000	-88.159000000	199.7	
T	62.319000000	-150.094000000	106.4	
T	26.377000000	-80.109000000	3.3	
T	37.012000000	-110.201000000	1576.1	
T	36.926000000	-87.609000000	180.7	
T	40.090000000	-105.917000000	2493.7	
T	60.130000000	-149.417000000	17.5	
T	32.082000000	-95.452000000	120.7	
T	41.334000000	-83.165000000	199.7	
T	38.029000000	-120.414000000	633.8	
T	33.642000000	-78.919000000	0.0	
T	47.774000000	-116.819000000	700.9	
T	38.540000000	-122.143000000	136.5	
T	36.146000000	-90.836000000	82.2	
T	36.084000000	-90.748000000	79.9	
T	36.986000000	-120.112000000	76.5	
T	43.723000000	-85.504000000	289.2	
T	38.182000000	-84.906000000	239.1	
T	36.450000000	-105.676000000	2152.8	
T	59.797000000	-154.129000000	16.1	
T	18.451000000	-66.676000000	6.4	
T	27.978000000	-82.759000000	20.8	
T	38.661000000	-97.380000000	410.7	
T	34.659000000	-112.414000000	1512.9	
T	33.181000000	-101.819000000	951.9	
T	21.153000000	-157.096000000	132.1	
T	41.210000000	-81.249000000	363.9	
T	47.889000000	-122.287000000	170.5	
T	33.876000000	-84.302000000	301.4	
T	38.846000000	-94.738000000	325.5	
T	40.066000000	-74.179000000	11.3	
T	34.002000000	-101.330000000	970.4	
T	32.684000000	-91.852000000	22.6	
T	36.091000000	-119.140000000	113.5	
T	61.416000000	-149.507000000	22.1	
T	37.225000000	-85.096000000	287.1	
T	42.536000000	-76.027000000	469.6	
T	35.767000000	-115.331000000	860.2	
T	34.700000000	-99.909000000	504.5	
T	35.196000000	-118.504000000	1110.3	
T	33.922000000	-116.851000000	660.9	
T	43.041000000	-88.237000000	275.1	
T	41.508000000	-72.827000000	29.0	
T	38.959000000	-92.681000000	217.8	
T	35.669000000	-120.549000000	312.9	
T	43.569000000	-116.777000000	819.2	
T	42.659000000	-76.796000000	312.8	
T	30.558000000	-90.030000000	27.8	
T	31.086000000	-97.686000000	255.2	
T	30.694000000	-92.403000000	21.3	
T	33.406000000	-112.409000000	276.2	
T	35.709000000	-118.422000000	803.4	
T	36.041000000	-95.985000000	189.1	
T	34.213000000	-118.491000000	239.8	
T	39.453000000	-118.866000000	1215.3	
T	38.546000000	-106.033000000	2174.3	
T	41.933000000	-72.566000000	38.7	
T	39.541000000	-120.471000000	2333.2	
T	38.715000000	-9.346000000	85.6	
T	39.562000000	-97.188000000	424.4	
T	29.366000000	-82.464000000	22.1	
T	30.775000000	-81.754000000	5.7	
T	38.744000000	-112.097000000	1610.3	
T	47.087000000	-122.431000000	116.5	
T	40.209000000	-79.831000000	366.7	
T	29.670000000	-95.068000000	7.3	
T	39.236000000	-85.693000000	232.7	
T	30.784000000	-98.660000000	330.5	
T	30.058000000	-95.551000000	43.6	
T	60.573000000	-151.247000000	28.5	
T	61.648000000	-149.973000000	74.2	
T	37.693000000	-121.820000000	116.8	
T	47.034000000	-109.463000000	1277.5	
T	38.657000000	-78.709000000	295.5	
T	37.958000000	-98.650000000	573.9	
T	33.406000000	-118.413000000	475.4	
T	42.666000000	-83.421000000	295.0	
T	31.881000000	-106.703000000	1253.0	
T	39.930000000	-84.013000000	273.1	
T	39.930000000	-84.013000000	273.1	
T	27.989000000	-82.019000000	40.0	
T	28.770000000	-81.219000000	6.1	
T	38.526000000	-77.860000000	91.6	
T	30.036000000	-94.414000000	13.7	
T	44.292000000	-123.182000000	91.8	
T	45.928000000	-89.731000000	495.2	
T	33.777000000	-84.525000000	245.4	
T	39.327000000	-85.522000000	276.5	
T	41.657000000	-91.698000000	238.7	
T	29.889000000	-97.867000000	177.0	
T	40.090000000	-105.917000000	2493.7	
T	37.702000000	-113.098000000	1706.5	
T	46.825000000	-95.886000000	417.1	
T	34.018000000	-118.038000000	89.3	
